File name,Original_node,Original_edge,Pruning_node,Pruning_edge,Reduction_node,Reduction_edge
649F2C55A431B5F333CC5EBD087F40996EF8334750EC73537C79F89FC1CA0461.apk,119,158,119,158,0,0
0141E2B1B28DBA175488ED4EBF35AB53D13963C7045E730A774733E22CCAA2CE.apk,120,158,120,158,0,0
F9BBC2DC979130EC0B2E3B02645E02D61C8F44F3D2DB579CDA702F9DC25218C4.apk,113333,291949,915,4852,112418,287097
F8578E902BA1904E08D14897B1CBC215755CAF7920800517A4755810680152E3.apk,101,111,101,111,0,0
77417BB8A0C8AFB7CBA01354A105CF04AF1ADC4917C2849F58697842A2FD3BC8.apk,101,111,101,111,0,0
47778EAD24343416F8845F7EA361387C28071A0BA53DCB6101E440F0701E57BC.apk,119,158,119,158,0,0
51A54D6B2BFEDED13C08D8717B2F500AE16750FEB7D4C4D6CF6B4DD03F439524.apk,98,104,98,104,0,0
341EE0A3020EF217D602C38739DA3E7DC38BE5993398F3DCE6A41C7DCFD3D8C4.apk,2133,8845,840,5684,1293,3161
EAA6A516BC21700113D0F36A9D317282F52CB7BCDB5C17EF541795F72C05E63B.apk,2133,8845,840,5684,1293,3161
E08A29DE5CDB175463F95A7A931808CE4AEF7AEA9332048DF79B26C20602D960.apk,119,158,119,158,0,0
952BC33E3272B82574218F41026E94BD3E24590C787514A43F411CAC223ACECA.apk,98,104,98,104,0,0
635882DD5159709C6B3CB96E782BC75B0544BE88CF839A8BE272A3E6847B0511.apk,168,199,168,199,0,0
CC1B0786868D2A1DE1BDBB6677C553998172BDEEC7AD5D1C5194A7185BB1FFAB.apk,98,104,98,104,0,0
D04B0947A9E26A7252C5A0BE50811A1238F035B71A18C1612163BEB2DC13792D.apk,39317,91582,760,4178,38557,87404
BB2CD423B4BD492CE35F8347B4BFB0C0CC9019096052C39DF5F9069968A16F23.apk,2133,8845,840,5684,1293,3161
0C5ABC244EDFCAC00E4216487A65461DD58BE33A033BBDD46221C86F97FEB600.apk,98,104,98,104,0,0
E5AAD137C43E5D87300E91EE1B3EEAC5977857BF0F7A9323206E41A76DA167FC.apk,98,104,98,104,0,0
485DE90201384FD9A1128E9F903F8963C9F2535D47B2F5E4C34EC0C8310B99D0.apk,2133,8845,840,5684,1293,3161
E8B0661125774878BBA9C20E1937CED707DB343D4902500416DF6BDFDA02660E.apk,97,107,97,107,0,0
555BAF35ED9A36F2AE625C09B64F6C5DF647C3E9C3F9A2D9C9304D240F5A3535.apk,101,111,101,111,0,0
7528163EF76D2D1318F09A2CC515FDDDD5DD94332DDB591F6AD4410BA944AFAE.apk,2133,8845,840,5684,1293,3161
83453AE0C331075306258617DA12F781036225A14B59906763EECA2CA787CC61.apk,97,107,97,107,0,0
0F64035DD7171DBE3B2127A207EECADAE3AE5A74FA8BBC3D0216AB19029EEF99.apk,11507,26699,802,4298,10705,22401
695EBD9D7DB3DCCAE8F7E09C5E695A8AB399901A51002421C2AB74971F7FEC61.apk,4970,11500,753,3898,4217,7602
A0776B3DAE937512893AB3808465FD72287EDA6DC7079AEF7EE80AAC88B9FA7C.apk,97,107,97,107,0,0
8A46675D038CD3E0F3D9941B31C49707FA8DC36C97FB1E580C4C0CCFE7EE15A1.apk,101,111,101,111,0,0
15D2D3829819C85E7495BF6388EA121D620FBFA12DFFCF2455CE52AB4024DF4E.apk,98,104,98,104,0,0
E2ACC00A822997D1090340C22D478A0D663C3FDDC0FE28F767E348E4494E55D1.apk,98,104,98,104,0,0
1058D800BB3A1F52E6836B355A233C1C6DDFF6855E8B0B6744F1674286D22FC8.apk,126,157,126,157,0,0
05BA2770F04E1DA778F004311F6DAC41BFB61258C18878E14FA033E4A2849B9D.apk,2133,8845,840,5684,1293,3161
0A5CCCC529A35AC30040364DF2480FDD41D7E381FC8C531BC9BD1A698E491A57.apk,49237,108143,755,7294,48482,100849
DECFF2AC005A1B7F2EF9AE90ED45B184E7CF290A49D626B893DE100896A87FE5.apk,52434,131607,615,3131,51819,128476
D864016E7F402BC652B668D0E89B08A01C2102A35446259A5BBB3BEEBCAAB457.apk,2133,8845,840,5684,1293,3161
79FE2769773F44A33691FA6D51E0B4D09B5A3019B9D833F7E07E21FFFAA55300.apk,98,104,98,104,0,0
5CE0D25F7239EA8D4A24B472198070BB05F15DFAFF73C2EB5203F5BB237AF6FE.apk,239,351,239,351,0,0
B145551F66CE799BDF5EBC75AE8A5966342326AB925B0DF1846AA0468A7710CC.apk,119,158,119,158,0,0
7E0314A6A26953671AB358851AB722E659D08C102CDE022F7A1B56843848F0BC.apk,131,186,131,186,0,0
7AE44B621F2EE9B8256BEE2E52C8F9A608ABFBF9EA8107758C7F1C5C8C4197DD.apk,101,111,101,111,0,0
4BBDE530D0574E6DF8B93E682F74454BBAC8E063F994B8F6EF5E741D38C84631.apk,131,186,131,186,0,0
0D5366ECBE05A599AB9BA0B55B8862AD582C35D9EA14972E3826E13A98F67388.apk,119,158,119,158,0,0
6A99D731C4DA724CBCD08874C87A89CB1176626B666623B4090EF7042021C9CD.apk,119,158,119,158,0,0
42333A5C4EC22606E91863C0721A1C031C6E2C30561D71B56BD21A71AB37C22A.apk,87,99,87,99,0,0
CD19850D0127834685DB73965ABF786EBD478015FA9A5A7BAE6D3AB08F2C3845.apk,98,104,98,104,0,0
3AD07F0069B601B2C1AE6DFBF2A479F3B5A2FBFABC16A6626572ABBFBF26E050.apk,23574,59792,963,5570,22611,54222
1F2B0D6D42F8D2F7856D23F82E75E6DEEEBBC6CD0790BD091E1C9B2B6C1B3E5E.apk,98,104,98,104,0,0
4B22188C5B4B98DA7F805A7D67A0ABB010AD949DBB55487699CFCA43D352BEF5.apk,2655,5271,819,2135,1836,3136
07EDB599B755862978734624AA3BF780624F5CE27D07E76CF1EF2007D6CD27A9.apk,92,102,92,102,0,0
43762B97738CE317E87075D2689BD799A2F9EF9ACBC8BB50ECF5552BCE94F2CB.apk,98,104,98,104,0,0
8DCF3F87045FD223951CD000C00A6945125397D599B389560601D26FBBC155A5.apk,98,104,98,104,0,0
4674FE93D8EE10D2B052A19C51998B0AB8F5CBD1036B8993CE11524E534FC6AF.apk,131,186,131,186,0,0
DF00C557E2389BD52F3A951F575806FCB83AC824C87ADF91C25A21D9D02817F7.apk,98607,277649,968,1320,97639,276329
3A303DD5E76BD6B79B2B68FA8D3E732469B87E4CD52A95597593933DE09FC7CB.apk,239,351,239,351,0,0
59ACC23509EF09B8BBBC1B06D02DD914EA7C23ED5F7600219618EF032C1F19D0.apk,27579,53243,738,3658,26841,49585
D3C9147FEC3EA9F9B16490CE166E38FB99F2F8655B37F558AE624D1EAEED2177.apk,2133,8845,840,5684,1293,3161
4890CD5855C19702DB6D48E288C1FE6BD8D5F3D28B126307B9FB78639B24A249.apk,84,92,84,92,0,0
32C511E81A00C8D855BD8629E93CFDC1DD4511D9D877992FC41B9891D6B14C41.apk,101,111,101,111,0,0
7D0331C09E794067D334D41545CDA848AE1E14B0E15B5501D9C8E4D02B79B6D5.apk,98,104,98,104,0,0
F0EB9FB687FB932D1442EC1F9E4060D617F3477886D97CC5A93A3B56729BF327.apk,2133,8845,840,5684,1293,3161
D29939B20277ADF0D28F180B1345E6D74FEE651BBCF21D3DB60CB9B94570ED3E.apk,84,92,84,92,0,0
EF99A53417BACE4248944E74E70DD9876003F7A3C45A394002D98D14B7C9241C.apk,239,351,239,351,0,0
DEDA6ABA6AE01A8DECBE7C8625C0E4E029B481106C310172D0D390B9B0C88138.apk,2133,8845,840,5684,1293,3161
99D6F82419108FCD07A836ADB44CD5289C1E41D2632DA4AF9BAE1C7BC44BF002.apk,98,104,98,104,0,0
72B6F458A860BF4E8C3BAB56DE0C66BC4B8DD57F6DB793D0ACF816C1D4BC1ABF.apk,244,365,244,365,0,0
5CEA6F2CE716BE6B73417A69D196B2991C3782B11C6372ADF7DE07E7BAD28DAF.apk,138713,371165,666,880,138047,370285
51600D675FB19D312B98BB0313424BD102C64A223DEC6B29CF20F85EB09E290E.apk,101,111,101,111,0,0
6CC8E456128DC95A09A8FBD166D898CE781F88F13AB08C709739BD434A541695.apk,131,186,131,186,0,0
A70C59C3C627723EE86027603A557879C6CC04620BEDE760DE25DED7448B0430.apk,2133,8845,840,5684,1293,3161
EE0AE4EFD15F8C595FCE019F483E850052554E6067591FB835F18CD089DE2034.apk,98,104,98,104,0,0
A6582B05336807A6BF3319FA49C4EC41CE6BB74720297458B42BEBEC3B400883.apk,119,158,119,158,0,0
A06138C47FB2C5D975C2771CCD2DC3E36B377A2A9EBF73504CC870BAF8270BF0.apk,98,104,98,104,0,0
59CFF0EEED70473AAF4FFB471042BA3A993046E4FDAA58C757C27981A72D3322.apk,101,111,101,111,0,0
8314CFB595214330A1098E76C476A743E18EBFDE084E3463AA3B69612244FAFB.apk,38691,103111,927,7665,37764,95446
056E3F1609672E9F6F2F3F179EC95E0F4A188EC4440AD72FAA09A8314DFB1D81.apk,98,104,98,104,0,0
312CCD5079149472A2674DE96E1A9FD4BFD8C0852E7FB1B1FBCBF36DCE01C001.apk,98,104,98,104,0,0
1E85E152D3C4FB63F3A0C07D9C601FF5680D424970706DA3848FBF3A45E966B6.apk,21869,42973,783,4480,21086,38493
D866FC750EEFD8D40CAD45C4F381965D3D2D4C568C226D4AB5EBC0C6D71E707A.apk,98,104,98,104,0,0
4BEE8389AA017138CBBFC2A3498042841CF11B4A83716ACE02649B9E20940490.apk,131,186,131,186,0,0
F180BE18EC66E56A5DF359679D4B5FDFDE6DA234E2CABE2D45233971D1AA7256.apk,98,104,98,104,0,0
E7BC546646A7E98B0BB5DBA9146DC7B1C9998910F675A65BAD254EB305EA4EDD.apk,2133,8845,840,5684,1293,3161
47189E2B5515BA2BDD6F3C9DCD186FCC5971943E335DA490C91DF3ADD214878F.apk,119,158,119,158,0,0
D6715C3469EA002203A9BB11D529A9F199EA99C24EDF4634F190149953D41869.apk,1356,4582,865,3801,491,781
EBEB360CC20B93A654D405ECA60CE9FD0377B6BF773B52C5D22407BC99F0CBFF.apk,244,365,244,365,0,0
2B774B4BCDE3BEA73132635752C45310AB91BEEF18378BCA0A128E0FF594EF28.apk,2133,8845,840,5684,1293,3161
82E34BE828C66A9B52CE82D9C89891C0443188BE28793986A483A0257DB624BD.apk,35119,86070,942,6226,34177,79844
380E1B2DFDE55DAE56752EC7D63FBE2716C0F861C277FCDB26A733C01EB10977.apk,98,104,98,104,0,0
5DFF846392BFBEF8F4F2347DB30A0B8AC81C87E49BC84059D0371889CAA5BFA9.apk,2133,8845,840,5684,1293,3161
29404428A6591DE64E273104745FDE747D5F6FFA3C6DA17E09C00F8D1EDDA6F7.apk,101,111,101,111,0,0
1ABBE12B5F047FB6CA3C5E1943C5EDA85D30292E45546819A673F9174D071E2A.apk,239,351,239,351,0,0
6179AC35616D0F4FD6D3E976D1661E19B91DA55AEF5DD53E39A489B6DC88F691.apk,98,104,98,104,0,0
851CACD6EC53A51422592926855D75FDC11092C6E1A22AE9C3397AA64F1176A5.apk,47881,99782,954,7838,46927,91944
B6CFBBB6D77BA0D876F601A26DB0BE8074A553045D2C5FDC4B7DE05902EFBD85.apk,41240,107789,882,5239,40358,102550
C3FB7033CA15FDA7AEC454D2F4C9045BBE2098636938D31E5EA77B9FBA9364AF.apk,2133,8845,840,5684,1293,3161
04A883F88473E020BC2D1E6296BF2EB7BB20CABB3567726C12D14538ABBF1552.apk,98,104,98,104,0,0
6CF9BD0243CEB452A71F11CA910B3BF6F73DE9C71F86FEA660524F526DC23F6C.apk,14176,33640,762,6711,13414,26929
68FE3DECBB9EF1C4F673F316720DFFA217A8407E38305D0E28C858954875AB7C.apk,101,111,101,111,0,0
2B2F7083E9EFE8C6E8857EE38C27D4CCB9D573B135D83AC19582CF60949B49AA.apk,6740,15866,929,4762,5811,11104
72EB1CDF7E78CEC405075EAC032D46207C4D03BE0324990A0FE73ADA30C25EFE.apk,244,365,244,365,0,0
996D10A1EADD692D49C36469D0AC78EFBFC51DF89849CB0D8988970276BC5EE4.apk,2133,8845,840,5684,1293,3161
1C82498C2A03BCBBC6BBD35E9AF1038F3F298C2B2C168BBFEBEE52BE16134222.apk,97,107,97,107,0,0
E9B4CF8BE73C9254EFBF7D34CC35CEBC3C5EF701DD2E6BC43029F8F4A5600B04.apk,239,351,239,351,0,0
9437354D0BF2932FFE60F77E5CC4F13B42EC10BDB1F7C493267B5924C34ABA33.apk,166,196,166,196,0,0
C280C16CAAF5ECF31A74475100F5309547A9A57F8B840C32E4DAAB060DC991D0.apk,98,104,98,104,0,0
D94CAF2106E8D71AB2CBB606DAA06A4F49913AF69F3827E25DC51F38F949B409.apk,46189,110899,898,6413,45291,104486
993F821C24364A43A20623BE1D54849F6B282D9B77272F89829BEAFCC2650472.apk,101,111,101,111,0,0
1DAC0751C20529FECDA032633029A357EFACAF880090324B04602CA0A2092C31.apk,2133,8845,840,5684,1293,3161
C798AE887B1B2B2E476B54A5D0A510E171D85BAA9587CC001C235AE958FCC5B5.apk,98,104,98,104,0,0
A34F1DAB3A503C5D1E7E5E77E4E1472EDDEEEA817F9DAA56B8A4ADFB3819BD28.apk,98,104,98,104,0,0
F10CEE7378EC3F1707FF87D41C26FC2CB9EDC81B9BEF2A1E4A8297310E671AC5.apk,98,104,98,104,0,0
F17F4DF49C28A40FD1D88C05C29DEA11D4897F6222CB048A59F5F95218597B42.apk,2133,8845,840,5684,1293,3161
94006435ED94FCFF6DBEB495A0E71219D11AC3A40CD7B46462412F298FE4D0DC.apk,113339,270030,861,5630,112478,264400
02EEFC9419F976AA1F2DB960BB546A82E9C71D9D7B818353C6C9523B77B3B837.apk,92,97,92,97,0,0
70615997EDF89323497A137F4561AB616379233741D011BBFAEC268CB1E448B6.apk,83067,187504,827,4586,82240,182918
DB0F8ADC13B785A37D268E4823143D9E2F6DDD54B0D889F82468A111E7363DC4.apk,97,107,97,107,0,0
049D334BD0077C581AE3BAF5C20EB23784F6318507B5930E38A6A8AD8CF775B3.apk,101,111,101,111,0,0
D3A8CCC1636070D6898469F92DCA684EF20F39124E0FC8C347A494C2C585CF36.apk,131,186,131,186,0,0
57EF18EFB798C9296506C6B3F7B653C9B02573B5E3C96EA9BD81BC4A760A8C64.apk,101,111,101,111,0,0
43D53DD27601575CE2612A69A322DA880D312D3D841B854CF1517EF13CD7DBA7.apk,169,225,169,225,0,0
F8A426F7E1BFBA9EEF61578676A5374C5E1273F543B2D930A03D1227B18B19C4.apk,97,107,97,107,0,0
EEB0E790B952E5899A025A5F7118C58D8DCA2E48DB0B8E308822A18CC58870EA.apk,87,99,87,99,0,0
CDF79390B8B40B1BCE6F004463B0EFA05F366D9455AC34DF39756B235F3A468B.apk,98,104,98,104,0,0
8935353F0D12B5420C0F148B3814692C81083C5A11087416BEF96461647EE613.apk,98,104,98,104,0,0
E2DF7E959C9814A8827DDD5DCAAFB3F1E2C7CC484BAE4944CBAFB041C98B055F.apk,97,107,97,107,0,0
90E457BD33707641731C114B936BF48C46C456CE3C03377F703052E3B8F1B565.apk,98,104,98,104,0,0
A154BA5E1915C716CE69D47C70CCF1EEB868E7044BFB623639AEBB9919654C5D.apk,98,104,98,104,0,0
104DF773D3CC613C392EC9A97E96179524507D81FC85E711768A670AA8B2F0E8.apk,98,104,98,104,0,0
B43C093EEE6402B7C9B84F569738B0C8E359CA1BA69DCEC2429C4A86A993A6C3.apk,101,111,101,111,0,0
FA9F48A765A26B3215D91F8775437304B9B02E4234BAC70A0499AF88EF52F80A.apk,98,104,98,104,0,0
8C8259CD58B1511DD4023625571080F5EB201914FA299D39296103E07C8842BC.apk,37048,76573,732,4506,36316,72067
F99B0C605442BFA7DD5265D806FF404DA4F81CF9EBB3EDCBB943C669E4D4097D.apk,98,104,98,104,0,0
D9E661476B958870F8913EC9EFA221D0FB0330AAEAE230F055AC36E1FA8D3BBC.apk,119,158,119,158,0,0
41182BD8FA2D10360D6CFF93B420DEE847188423A42F02A0B6B35211F6B4638F.apk,166,196,166,196,0,0
1D1B56AEE2D966CFDF8D503835A73A4712F9E389D1F2FD56340535B6ABCC51E9.apk,101,111,101,111,0,0
53091D98B9CFB2C86BEAC070850D330A6A6FADDF07ED628CC8524EBFE8B4A5A9.apk,87,99,87,99,0,0
A936FD2EDB37FFB7A54998FF7C871C119CBB9CD6F744F46CFDF2438D20102E1C.apk,98,104,98,104,0,0
BCA6D6A4133911DCF36637544269F635203BBE99999D16E08FF5DDA94C948A0D.apk,2133,8845,840,5684,1293,3161
3D90BB1C9FA98ECC3B1E67B4A58238A043570AC0B9FC90753FC5A3C01543786A.apk,101,111,101,111,0,0
9C865B9E170F2C9F789FDAE5913EE7CA21DF5E90173FCB85BF56D59DDD4FF623.apk,101,111,101,111,0,0
0F7D2106F15B426E9B3C33CCDF349F389D9833A63B35D022AFEEAF8F38841E4A.apk,2133,8845,840,5684,1293,3161
C3BE190EF56E518B4E7502FC1ED58E5C1024EF98A9FA4E920A1F0506A8684ADE.apk,101,111,101,111,0,0
40A03A7D4A21E26D2ED331857D80D707B62145EDEFF8F33E315D7760A89C88B7.apk,101,111,101,111,0,0
9C4A407638898DBE1D611EB8279AC87B0EFB2F07F54DC221BEB19F2D2395F304.apk,98,104,98,104,0,0
F88C9FEEA911D18A1F5293CAC9C446788AC993A6F0600143DC36A546E45B1ECA.apk,98,104,98,104,0,0
7E4729699B3D6FB1599437BB2BEB391DC058F940888C20D95903A567A2909E8B.apk,101,111,101,111,0,0
B197544C2B111FEDA02099773F2D4535678B3E5360F449A02802237D1D610047.apk,11507,26699,802,4298,10705,22401
7C21EDE362F135E8CB009EAB9E7A3FA67940F6D9B6B35708738959F9915E14A9.apk,6740,15866,929,4762,5811,11104
14D26C38320CDEC31B7BC52647A81C26A81161F56F2A34CAF83CCA501FD3728F.apk,98,104,98,104,0,0
860ABF28EBBC245ED4E61578D1E37965B0DC645595C60557B19A0552073180D2.apk,98,104,98,104,0,0
0ECCE22147EF746A45B993B6FD65624C1C30196BDF32683C1658C1A81AEC2469.apk,119,158,119,158,0,0
FBE7B839C708F35FCCE2ABF3366DDB857FB3977FF5FA0CF60E9D69C9D55089B4.apk,101,111,101,111,0,0
73744EDADE6E759BD7BA40FA945894CDB7079CD5BDF8DACE31180433ED1F2E98.apk,119,158,119,158,0,0
152A93F648E726AD7E3F0D8FF043BF6A814BA129D908B73C01B46F7071F7BF83.apk,87,99,87,99,0,0
504C219A9A213D7A82B2EC653AC87083E3211DB3139230D37913F4E0C122FE65.apk,87,99,87,99,0,0
687FA84169CE570CB18B6190758AEC393EA581DFB57BED45BED7233A6D3D6D65.apk,39891,108844,788,6933,39103,101911
0703E91157D33A71AC4493D9FECD55ECB7CF0A74D3C0897CBBF1D377EFCCF4A2.apk,101,111,101,111,0,0
02F523C732F9AF23D23DA0F4CC3A97BF8AFE2E2A0A0DC34405848947D9E88C20.apk,51109,114705,687,3388,50422,111317
F74DC5E90183C60AB38416292B9E68AE9F4BFBEBAF86C64BFE8717BB601BE32E.apk,16838,29581,794,3780,16044,25801
F4BF4CF6D597500967ECD4A23019D823307902F2794E12E3748A996DF22952C7.apk,67321,157682,894,6020,66427,151662
9FA2FFFC28B59D9735A4ADD52FC4E8C15D0E20E6B117648B6F2979791395BEE2.apk,14680,31987,689,3095,13991,28892
504DA17CDF9F85B6C797B19364929415115867D6A5584EE364B0C14D991EA419.apk,98,104,98,104,0,0
367E79B1C4BA3F027A2888DB3BC9CA8F3250D609FD1D76B1B07CDD311FE3C7EA.apk,248,325,248,325,0,0
BAF484A1789FFC83FD3B895363D74F2ACA6751FFF2A3404E20448A3C3046B9D0.apk,98,104,98,104,0,0
CD2E555C22F0568F2BBA826021E5B9EF593B2C20DE7C0E582F960AFED50CC737.apk,101,111,101,111,0,0
9DAFA27E490DD87054CDBAB0C62BD47D05F4D24275ED259D2503A7DF355C9310.apk,2133,8845,840,5684,1293,3161
B4DEFD25F3F386BF458C0497ED1BA37B4ECD06E667C872648747625E510F004F.apk,6740,15866,929,4762,5811,11104
C2869B91F5760476B40DE61822967CFEA53141110F520237F35AF0C08290820B.apk,101,111,101,111,0,0
AACE60C01A778AADAC2A2A10AF5A378F5B799FBF8CE6A5E6BB79364B19FEAD25.apk,101,111,101,111,0,0
BC03AE63850539DEA73BC11EA44AA7C38371852D737B784C7E31DB41311D539A.apk,119,158,119,158,0,0
33D795FA9AAD949F041FBCADFE62A6420F348135541007A8E2DBC4AD1AD8625F.apk,119,158,119,158,0,0
D9F79D90E2EB082BD55D6AA9DCFEA5D2F00E9135F73E49EF4869F431ACCFC239.apk,131,186,131,186,0,0
6B1AC20C313DE33F7C31DB30CD29DABCDCFB0EBD1083AC436366BFDAC509D392.apk,84,92,84,92,0,0
361DB0A8C8AB4917FE38ADD29E1CF2EF86E2B925332AD6A48931809DC05BF3F7.apk,98,104,98,104,0,0
C529FB0EE1A2297A9C8C88D8CD4418DF18CCD8636A40DFD7761F76FB2034BA41.apk,2133,8845,840,5684,1293,3161
8B29730275768D8C5306DAE6BA7295BCD21A7B4342FE3529AEB4D059DCD87215.apk,119,158,119,158,0,0
F72BAF8A157D979403CEB64D030E9B748530695A2D95448F27609FBDBF43D4AD.apk,131,186,131,186,0,0
37DB3D79B696D286D6F832CA40B49A9495BFC44EF453F97F16C5C7B2472BD766.apk,2782,9410,930,5610,1852,3800
26E659FBD855EE6D07DCC0058099123E9B560266D3C96E8587C4AC52604D4970.apk,98,104,98,104,0,0
9CFAB132BAE4E313A4F69FB71F8D2E8353BCAF566EAC0CD2FBAC7A5D09EB406E.apk,76,80,76,80,0,0
828B1DEC4CB753CB6475929EDC3E8CFFB4C279B0991A8CD06319269B7F3AF6EE.apk,97,107,97,107,0,0
A7461E12EC3368ABE691C9F6D2B71280A1076E242385DDE9AE02BA0AD7226C4E.apk,98,104,98,104,0,0
2B515073E182627374998BE3D1D848D7A5827395B93ECC342D1051F597651871.apk,119,158,119,158,0,0
CAB1318B6FCC074FCE0819945ADA633B89311E1EBEB6A6F8EFF81C7B819906DF.apk,119,158,119,158,0,0
AC9F58F2D6822E6D44343D601ACD570AD626D6BF02A5B0E01B80DC5300FBBAF8.apk,98,104,98,104,0,0
1D1DF42022C3B035517BCEBAC43A9C50AEA00730C8465579BAE4B5014B7886C6.apk,98,104,98,104,0,0
DC8DBFBFDBDEEEE6477994CAB42F473FDC7ADF4BFD471ACB61797B3C9DD517F6.apk,2133,8845,840,5684,1293,3161
80EE499F1FCB65A1FE72350A990D4CEEF7F911823956B1C41DB60FDCCAA64703.apk,98,104,98,104,0,0
FB2ED85CCBEE2685AA230C4A9510C7871E272138F22C5A3820B04971076426B0.apk,119,158,119,158,0,0
B3D99BD5496B57614E76DCFA76ACC3B7B1E4F2C508B306CF6F489A790F8141AC.apk,2783,9413,930,5610,1853,3803
02DDB740C926162AC259653DEFD80E9626FBC01E064585CBF8AFABEDD682E5F0.apk,2782,9410,930,5610,1852,3800
B949C3048CD2ADFCE5160A7AAEC9CC1759D0AE135E73FBB49A87D235B447F2E3.apk,239,351,239,351,0,0
6534D657825F47BCFD514F14CE1447CAD2AF31F1D9232AD5CBCF5BBF531CC01F.apk,119,158,119,158,0,0
BFA5259D16CD2950248137DFA86246A191F18B34614A4F399EB3416F8E72E1C9.apk,97,107,97,107,0,0
E774A9E0FFE63C812DE53F8FD19D3EE33DF4FB6A62910C5793327D04C72E77EE.apk,97,107,97,107,0,0
5A79E623109447E1C61A4BE6541CCC821AE62BECE66A613A0C419535ED831F25.apk,2782,9410,930,5610,1852,3800
F5A24F108E0AB110BF31215B20EAE60B3DB5FB17960EF64DA7180287E6FAC906.apk,299,397,299,397,0,0
10D4C34F2B10120556D1A4623635129A1F88CB81B104C90C026BCAD99895C980.apk,2782,9410,930,5610,1852,3800
5DE6ECB07D2D307EAF1128918A07272641B800A13B1C9F9A1203D6A64943B04F.apk,98,104,98,104,0,0
D23602BC083D98D8E5B2E345C51231681D672C54176BCE2AD37E2E9C54FCF5F6.apk,98,104,98,104,0,0
97029C45B3E8619CC217046A038545761FB4B59DF2B589AE3AD4125EB0837277.apk,14175,33639,762,6711,13413,26928
A41E0492F47899B43F3F2A94F078003AC9E11A6B74CC22840ABD0656FB995B0C.apk,101,111,101,111,0,0
C1EBA60FC02AC9C239AA55362DD94E97A58D03F8ADD82F2610E6F4554B0767AE.apk,119,158,119,158,0,0
85DF8FDA9F56D94BFE6BF296D84DE8DFB867056008090C2E578B354ADDDE8D4C.apk,128,138,128,138,0,0
6BDCDD49A9185FB6B3A38862451536C21C69380C45A7E1C3F21D47B09AE343D8.apk,98,104,98,104,0,0
4AC65DC31DD36D329FE6669F520026F69070BD23228EDBDF3DF4EBEBD3840645.apk,98,104,98,104,0,0
E21382AD9C366006C9214CC7D86E2DC67279CF7E855E489F9CA19E2813343D4F.apk,101,111,101,111,0,0
E090281F0B7262C250C9F44B4279B8A6B5FF918DD216D4DFFFB99C578E8E2614.apk,119,158,119,158,0,0
7E961C3A50F797D4D8FF5CE2D8FA99617650D2A133E02A13C8DDC42B5FC14E19.apk,101,111,101,111,0,0
5C26E92FCBECF754CEC42035A5276DAF7C44CF940C078659475647D925CBC710.apk,2133,8845,840,5684,1293,3161
A8CF9EE9DB464742C516B0186B6790A532FDD2710A0311A90BC95348398AC21F.apk,101,111,101,111,0,0
1F8DCF8C7D1392F88238311A88B0B231D5D6EA28A748C804E51153DBF36CEADA.apk,98,104,98,104,0,0
81289ACCC634C41C03E9A69FA361C1256BCE3901382EA00051E6762DAA73F26E.apk,97,107,97,107,0,0
7A767779AE142D90EF2722DD9B6020348E6BBDFB4E8C5865EAB38ECAAD0C7F38.apk,7641,17015,613,3008,7028,14007
EEC058DFD6489345E6604715395A54EFB0090F7B5EAC924DA558A15CC296EE26.apk,244,365,244,365,0,0
A3F577E19778114D80545CFBC085448479AE0088059DF2B40B8045E5F686B804.apk,119,158,119,158,0,0
FCCC71ABDE592F947ACD4D7C189D338235B93347D9B77F201C9441AB4785B557.apk,131,186,131,186,0,0
364C8FE1DE8A76E9DC5DC03A73FDE3BA1C154446B29BAEBC78CDEE22F954F8E6.apk,101,111,101,111,0,0
2591CD2CA06C85973BC6600A4EC8165DE801393C84E8B92B48D9472303ACC70C.apk,2133,8845,840,5684,1293,3161
904626471DEA53170CA5C3E08FA319EA798F2FA9B6587379B8F9D555B11CF5F9.apk,98,104,98,104,0,0
552C11A14F735E1820DE412F07374AECEE7B7A73703D3531592144A780154DE3.apk,98,104,98,104,0,0
0472093B4C76CDF3C73A8D7700BAE55BAE67849F427B01B748DEB86D8C33663E.apk,131,186,131,186,0,0
0BBBF565DAA0BA4C17F4F8A2D1816422B92AB7F6111D560946BA7ADAE7187F7D.apk,2133,8845,840,5684,1293,3161
84DCC578979C61F6672C6F23AE3E9FEFD06AF681BD97DAC5D6006E3B89CF1CB1.apk,107297,299538,1000,1247,106297,298291
FAD6251907ADE558780BF0907900EB7C75D075FCE1180C3B36964C065E82765A.apk,98,104,98,104,0,0
3231E775D647AA038B1E567DB68264C40F8BE8F5DFE53C391E7FA86966296DDD.apk,98,104,98,104,0,0
32396A4A6A9E60176F9C4062D464C12D274E612FB480BED24B673FA2A49C7F9A.apk,239,351,239,351,0,0
851063E6D5C20B54DE8246CFA23E7B0B47EC0E59F3786B5021AF9EEF16709E78.apk,119,158,119,158,0,0
A24FF5A28F5E4D7BC44D108FD0B316147AA5EA1597DB0974075C44FD16AC2A68.apk,101,111,101,111,0,0
AEEA4F0E7A39926E5D6E1A3EF7A4A307BC092CC889F3EDD208F037B9A350FD74.apk,119,158,119,158,0,0
1E7550C556D52B7036410F7A539A995EB70346A41B40052362C68E948CA49CF4.apk,2133,8845,840,5684,1293,3161
