File name,Original_node,Original_edge,Pruning_node,Pruning_edge,Reduction_node,Reduction_edge
BD457C3558D31DAA8F7E4B474816FA0FD9AE63B42B2751F2AD98ABAD87326D66.apk,109,113,109,113,0,0
519307D81A9FF204E082C80879E468202D02CB418898C15A2EC6AA8D212F6E22.apk,109,113,109,113,0,0
335B102C231C53C1A8D611EA284D6DFB4E63AC3F28FAE32492E404BD9D726866.apk,114,126,114,126,0,0
B8D0A920F1F0420B52796EBBE9A507B5D1B6E7F6EB5871A825BF4CB55629639A.apk,109,113,109,113,0,0
0D814545F5326989E29ADBB5F0A1DCA071274BF04C7A57C7A680DC61D4EBC5CA.apk,109,113,109,113,0,0
AD4F442CAE454771A0A76781F6A5B80FE1AEE4B49B6391E35C5DB5227A7396C2.apk,98,98,98,98,0,0
E52806EA45E018C8E9520E09921540BFDDFCF63C4AEEF92384F63AAF32934342.apk,179,220,179,220,0,0
1B12373356CFD162E9D6EC0E3A0A2544D0158CC2D7D6CD429FEA343024B3DED8.apk,109,113,109,113,0,0
B16E17F16BDD9FAD040B4A0F96B935919AA0831A6AD5D68315959FDDA6F92B0D.apk,14175,33639,762,6711,13413,26928
9B12CB960FAB464A2C0F82DC01192C9A6E37C55ECEF55EE54D786A9A012C29E5.apk,114,126,114,126,0,0
C1C63C2EB61D7D32F03E3EF3AEFBCBCDB5F096347E97F6B337412C5DAC5CE7BB.apk,113,124,113,124,0,0
10839AFD0FF3090A82DAFCC0A6489BF504DAFFF8B920D909C87ED2DFD5B70C64.apk,109,113,109,113,0,0
B9161941FF5541E70731603BC7006F6D3F8C1A1DCE302D753F4A453585923122.apk,109,113,109,113,0,0
CABE7F746F984D40E1BF4DAC3BD8D8AB7BC21B85C613A2AF573989E456483E61.apk,109,113,109,113,0,0
3ED398E402A2DDBCE39D5DBB39C9883216FF135530BE808AC3CDB341579DF505.apk,114,126,114,126,0,0
58323C7D9476719876E6552FFB8AD96A725E906A8E51BAFCD00E1A09FAAA411C.apk,114,126,114,126,0,0
3D9EAB739966B607ACA77DBC5D8D9D858AC6495B7AA1AB7C9651AB4D19EEC27E.apk,14175,33639,762,6711,13413,26928
506DBC7BE2AD445A2FD42F31A87E04AA4D0496C762484DA8384F24D89028A8B7.apk,114,126,114,126,0,0
44B374A21A18A4E720DE78D332574376A4407625C922D435FCB1720B00CEF53E.apk,114,126,114,126,0,0
9095D2A3343141EB776A63A5E89BDFB3D4A87C62957DA0F351BC44236ACC0003.apk,109,113,109,113,0,0
A8CA59AD4C81B32A4279E55DE377027F0C0FFB7770616A2348A9C3EF7B1AD867.apk,109,113,109,113,0,0
A66E0BF733CF2BC256ED6BAF273596BBF1A8EEC52225D909B0DD715E9724CDC0.apk,114,126,114,126,0,0
FCA19B6EEA59BD2093B8102B6452D3C3E2E3A1B56493BEF7356C1230D9B992DE.apk,109,113,109,113,0,0
8C5E63ACAC8D89064E7A3E990E27A20959CFBA09F6076061DD911B19D526C81D.apk,114,126,114,126,0,0
586D32266C75D6B8AB167C75A82B8D7EAFB34E74A1CDEFE037C52344EA0FD17B.apk,113,124,113,124,0,0
DABB183D260EDCF926A523FBD6233F1B8DC119BDD28D5EF997788514107B3854.apk,113,124,113,124,0,0
A1FB3F0166B2AA00F6ADDC306DBED149BC23A04C02207F485AA36E39F034B708.apk,109,113,109,113,0,0
629A9630B88426C787A561031F73C23598FEA2A3E8C5E061DFE729448BF91785.apk,113,124,113,124,0,0
15E6A9FEC1C8D20A705DF8B197DAC785C50C0408463D271B34185A0913846B4F.apk,109,113,109,113,0,0
716CF84F99CDEBC9E7242983146D5E7F72F397537F64D9962A94DD1E75671C17.apk,110121,249064,958,2799,109163,246265
3D7748BD8A05F027CD316BEFF39453050C8BD3C1BE6A1D68FDB2CF99BDA8C60B.apk,113,124,113,124,0,0
84F228A054AB005224C562C83141D2861C64FAA21234262866E07BE63F91BE13.apk,114,126,114,126,0,0
391125E6A9443925B0915565C66A22E48C1ABC61AF9B7CD996949F99A0776146.apk,77650,184004,865,4423,76785,179581
40AC8C71CA2B7689517B65CAE0D98D0BF72E011C2CB838C221788BABEB9FB8C3.apk,113,124,113,124,0,0
116CA4427EB5DFA8E6C9957DF24D476FF7AE445DD33C338D15F4795B174E4E21.apk,114,126,114,126,0,0
B8B2825768570A10A67F67DB98B7CC34ECDF3A91C9D4CE525CE9896A42ABC1C1.apk,113,124,113,124,0,0
A52408CE94A14745D15D3FA2394499CF86047F6E3CA9243984794371189076E7.apk,113,124,113,124,0,0
2619491E2EC20E11E78E3419A063495D7E1A2124EB60CD52870A7E7BC18625FF.apk,109,113,109,113,0,0
1BB653656E422A49A46A1410825E4883742780C5E0A4BA03B3CE4EDD14872768.apk,109,113,109,113,0,0
A4689FA397EC45AE9597369F2BEC5965817F4FB1888C9FE7635340EFE96E2A81.apk,109,113,109,113,0,0
00BEA46495330E62238ADCFF95749F3FC19F88C1437A939C4979CA6D8E818649.apk,114,126,114,126,0,0
02DC3123DDA167500970D15133A5FBA02DD4EE3AF6E87977CE3881099D38370C.apk,109,113,109,113,0,0
B41B2B83EFEB9223F0557BE9A7596967598EF5BFE841B17371B511125BFA5C30.apk,103700,256683,773,2658,102927,254025
12C4162C3C528AA8D0B135E1046693BFB7FA1093BC5944DBA05DAC3247EDA793.apk,109,113,109,113,0,0
81E83677CC6BD6407E84BA6A6820C8FD97B6A573162C9D495340CF2DA4D6C06A.apk,77650,184004,865,4423,76785,179581
102ACFF3CD3E5A3C7BB0B1CEAB3019F137E21B5B1E37B64B8CBFCFF495B3B559.apk,109,113,109,113,0,0
6640DEF43950B18D01603325A5797D9AFD0A9032B4068F0FAD76EC50377D577C.apk,113,124,113,124,0,0
73849E490D95B67F0858F9DF951318063DCD595F622194C2BDDD78C782620768.apk,109,113,109,113,0,0
DEE696B228AAFAB0CBACAA09AF6DB048A3004FF64B86FDD03F40B567E311150E.apk,14175,33639,762,6711,13413,26928
196DF7E61D5EE64CBC6CCF258EE13019B2F40D81BDCFF5171F72C509A2426143.apk,113,124,113,124,0,0
A8538D25F08A293DB40F5BFC31D140FEBAAF676B632C32A0756E2A2D0BAEBA42.apk,109,113,109,113,0,0
4930430FE7BDE0C29E39C2944DDBE02B121242AD169DBCA403D996E1FB3457FA.apk,109,113,109,113,0,0
60CA3289883A34C395083A705200D3E17814731D7A8A24EC46A8D0447E54DED6.apk,109,113,109,113,0,0
317F6FD62733EAFF799FCFA9EAF59D26BCA5618B06A34BFA7BF7A0C549BBC108.apk,114,126,114,126,0,0
3156C39C4C74E8169CF882C56AA5AE22670D928C91BA564D5D0A75B4E3F063BD.apk,113,124,113,124,0,0
E9C7D151865CF496052B361CAB0BB8DCCB74021B82E6091359F57C8412F989AF.apk,98,98,98,98,0,0
A99E9A683C97C4D78666885602C5A6A97448D50C1DDBE833C545DF7EB58E636D.apk,109,113,109,113,0,0
A106E08086CFEC222645A5263203F3FED02432E9F8115CB2A7302123E35F9742.apk,113,124,113,124,0,0
020AC5DA28713FEDB0A0FC39FBBBA6C1C8007EE9D2EB766C8076E111FC395927.apk,114,126,114,126,0,0
80EE31138574D08113FDBA3021BB674D0E46C8092C0A16F9F7C6C187A3AF3257.apk,109,113,109,113,0,0
0056E16B902EBB5828B42097E0F8BDE65A13EAC88E2F1F51730C5FA1CAB2E39E.apk,109,113,109,113,0,0
571236FC5A1583DD078C8287ECD95B0B013752CFD884E470F37F5E7F4BC5872F.apk,124074,300405,913,3354,123161,297051
716C1A982F07633858C45664499B6A97B11D516FDC456B1F8CB9BC06F50911FD.apk,77650,184004,865,4423,76785,179581
B455435442370DB21B5B4DF36184D52826BED6FFF8E706C8968BF8CCD06CD13A.apk,109,113,109,113,0,0
98D5F048010F5C10B6E8F79B8C195C9909A1F028BE109FBE306FE03CE16AE8DF.apk,109,113,109,113,0,0
E2E3618A730B3A5503D74D4EA2C8E4573A250BAA8198D002650E8A91884A15B3.apk,77700,184210,865,4423,76835,179787
48AC765A1D68C99E1245F28B197BEB08C505BCD4906E4D43A1FCB3D1D433154A.apk,114,126,114,126,0,0
F5E8F9461683E37E9B41FAB63A159EB85D94ADF7AEBA88FE400AA27A9A6F4EC7.apk,109,113,109,113,0,0
F7D4BCB2F5839B5BC63F7EA4A24180FDBA2638F5168E4D89EEC32086302ABE97.apk,109,113,109,113,0,0
3D8D6FFC0976F037BDB878D5ECBD7DB37871A94E619F6AF25500135FABCBD894.apk,114,126,114,126,0,0
1267B47C3913942351735AF0F1720B9C6771A4A9F05C958DAFE3C1A39EA56496.apk,113,124,113,124,0,0
25099307C9FC62A7CFF0E6D40C215B7056E208531DE74658D3DF1CD6E7483247.apk,113,124,113,124,0,0
A342BA04C079AE047B0F7C7186283CD16345119458773DB837272B4B8791B89F.apk,114,126,114,126,0,0
07BCF1E26D77FD50AD3508D35B32F6DD1FA4FD08519F183BAA86991342FF6783.apk,109,113,109,113,0,0
D65A92811761671CAD0ED50E04788D08FFA54B9E34FD31632CA1AA4CFE433371.apk,109,113,109,113,0,0
B2C41D3A2279AA2296289F3A019107CE9C9B6CEF6FC77F1A49F93931B1081014.apk,113,124,113,124,0,0
8D5092B07289FC9725543A5B66543C0BEAF6D62B0B6734468F47D52C9ADDDC65.apk,109,113,109,113,0,0
DE46412CC870359DE7CCCD73451D764E4AA60016470E0D2C3D679B6FDE4D11C9.apk,109,113,109,113,0,0
FA31F7B1504A4A1F766BFE6FC8AEAB3AA4761E18F2BAF0791C011CF53B6FE240.apk,113,124,113,124,0,0
4246A7C293811F51A42B8983039B56831C4D416D9AC482272C4DDE17EE1FB206.apk,113,124,113,124,0,0
E92686B59298B887BCFD0EB6D2AFC27E66B4E387D5F358BB9D4F1C06C868A8AB.apk,113,124,113,124,0,0
72367E243527BAE50995FB61B6ECD21F720D44D6F75CFF6C43595C47092C88B9.apk,113,124,113,124,0,0
2678D35F92A0871031D3284013DF1ED78D6A63F2E75D34B135B5317F779F814D.apk,113,124,113,124,0,0
A4E02F7BAC013DA182BE471757521B48A06D2AE1D19A467614DE2F80ADA8AD0B.apk,109,113,109,113,0,0
70370C00E6CB98C131B05E0D73E497CA8CA5A04E1489406519CB8560A9249F59.apk,114,126,114,126,0,0
63379F1A8E63EF318053F0DD5699787DAF57FFBED8DE973F134B7A23251CBD0A.apk,114,126,114,126,0,0
23177BF2B5C187E7955A2340F9BC802F7A51B333D516DF5EF037C1820CD7B603.apk,109,113,109,113,0,0
6BBEBE973DF4F5C8EBBF2FD49E0A4CCF60CCF8BFCCEE2872B16392716F5D60F3.apk,109,113,109,113,0,0
32C9A4C0B7424B7630AEFEF02A538332BB8B049E822656AD1F06AF416AC2E388.apk,109,113,109,113,0,0
E4142BA3F555B32B6843980CD8F43D4618A5A6D9778407A3D388BF0F7627BD7C.apk,113,124,113,124,0,0
5BA5D2CEE8506B30EE3680DA2E6549C4B50866B6B3FA0EC1C77A91E3C4D0EF5D.apk,114,126,114,126,0,0
E7F163E285B7FEB5AC3C9F746333C71FEBFE23D83084CE61B472AFEFA1F1374B.apk,114,126,114,126,0,0
50BB39C035D2C866ACA164DD2DC736E20EF98F07A2B9E413E5E1DB98EA7205C5.apk,68909,156849,943,5802,67966,151047
3A5EB5C9654AD615C22A029F784830ED0F501A537F5F2BC275CB1154ABBE38A9.apk,109,113,109,113,0,0
D27C5092E6363CBB5FA7C647FC27D223150FF557C370CCB473294D01B98592E4.apk,27076,63125,731,3866,26345,59259
92D2CF2073B2D9CB0B47D9DDBF761DAA2751BECB742B725353E94B5766C74EC9.apk,113,124,113,124,0,0
7A674E70D9C7512807A054F75FBAEA869DA1B00981A5912D36624D9F2808C5FF.apk,114,126,114,126,0,0
4947373F6B1D4FA6D34F6196971F4303C0FDAD5606D66D7ED1527320B9FC88C6.apk,109,113,109,113,0,0
E72DAF1BE1288046904B4B32026464F0D12BB4B3B007012A393428B9AA9C3233.apk,109,113,109,113,0,0
8EFBB9D064F9A50166E2BBC0B023B45609132AFD7CD52BC537D9E74745AD09C0.apk,109,113,109,113,0,0
4A99A992AEF77F5DB31B69EA1D56407D142788F92565CA6E8B333AE0C52E8552.apk,114,126,114,126,0,0
73996AE0D761E334910418A6A9976D486FF71C29E06BB039C46DFE4A40E4F7FC.apk,113,124,113,124,0,0
5A5370820929ACECBDAB8CA9FE9966A19C6CF34F5D21588690946CFAA9BBD2DB.apk,113,124,113,124,0,0
79A77F749206FBC05F4E0B206C23DB671E2032177816F78B24348DC48CD9DA56.apk,109,113,109,113,0,0
A11C2E341376CFAB825D9283D876FB9D9C6EEEAA1353F0451519A8BFF262A009.apk,103,111,103,111,0,0
8DEE64F425ADFF8E0B258715BFBBBCFA28DB26695EC3EB30CF981EFD3B5A7546.apk,113,124,113,124,0,0
40AD07F9EACB63F2F7ECA48ACAF964833DE525D3326EBFB1DCC0C39FB0283FD6.apk,109,113,109,113,0,0
95F843A3CF4AECA9F68E98E6ADA916D171C14771BBCDD0CFBEDA24BE0CBAB872.apk,114,126,114,126,0,0
66B384FA6512F8555BE62055680CD9273B772BF9A26FEAEBBA003C3C6D3E3E76.apk,114,126,114,126,0,0
2902E742CCDECDD54856512BA940FA61CF6793DA1FE2A58E49B557EB97176E68.apk,114,126,114,126,0,0
7784E99A8D5C2FE3D9F145A1860834D7690EB758F01F55383AA943D165153EE2.apk,114,126,114,126,0,0
367E57A868890650DDD1A0831421634969961F141E628ED3BC2A12D3C57050AE.apk,113,124,113,124,0,0
B60AA5F1228358B3AD3EDA1D2DD70D999C0513AE9E099E89DE1B9F24EE649DCA.apk,114,126,114,126,0,0
169ED4A0BD26C7AF65EBB5AA42F5F2C8F75AB02CB4E14CF2D1A5BF07644CFFFC.apk,109,113,109,113,0,0
677395380A5DF6DBA4E5A1F032B06EEC7D116F2FAB9CD0C23D361AE45E1D5D01.apk,150475,393491,965,4358,149510,389133
EEAA3413C96E9249A6F84F9A0211CEC198EDD67A020786C59E9B18D5F875813C.apk,109,113,109,113,0,0
56A14C631997341E832616A979C46EC3DBB837E0A9A3391B332D2D8D44AE4616.apk,109,113,109,113,0,0
B9B2E4342475AFC2254AFE2F54E9A88CC8FEEF7F13085B1173B1CA1C3EA244DC.apk,109,113,109,113,0,0
7F36D953FF533B546167F726FC4248280CCA41DC200F8D0DDC0DF219DF47D959.apk,70192,174483,770,5474,69422,169009
A64B3755CA6776FD143F874FE1F25DC7FEE6C735D5B23851A4A12CE5E0EE574F.apk,114,126,114,126,0,0
F41B945B6591003FDDCB224BA395EB90DB2364D61683233E85E83EBC6C94D6BA.apk,109,113,109,113,0,0
FDC48FA9468998E938C0399619CB6F6CEE4718BC75B1A85641457D6329138B41.apk,114,126,114,126,0,0
C2D6A3D83411A14A3574A3347F7BDA7892D494C8BEE58D94F83F871FE45F77FF.apk,109,113,109,113,0,0
946D28AF70B2012E05DF22E07F57FB268DCBF1D7086625ADCB0EB32A09CDE7BC.apk,113,124,113,124,0,0
4EA0321D55B78E7A512CA8337C104FB3DA73BE68700BD8774A40DB626C256FF9.apk,113,124,113,124,0,0
58175B0851253F7D9F366C983652EF651AD9471C74F93CE109A81E034AB3BD5C.apk,114,126,114,126,0,0
AC7282C9E1174BE5749C6CEF811952500684806D41FDD6DB2A1CDE14181BB182.apk,98,98,98,98,0,0
63DC0595C0E9325140814DCB18FFCB33663468F51DDD35D470D752D8FAB61EE6.apk,109,113,109,113,0,0
90C43A4F93463AF01430860D6638CC26CFD353EA9DD6EBB0A65A464809F2D838.apk,77700,184210,865,4423,76835,179787
D74D87E0A11BADDA94117EE5112D255A83142669B2B587AA623943E98ED6BEC7.apk,113,124,113,124,0,0
882BCD1535BE34D075A03582A2B377ACFD4E7257FD5E2771053AA3C12FC8E849.apk,113,124,113,124,0,0
B2483A566EE3352E4625B43BF7A1FEE64811ECEE4A15DB5C7A25DE5CB26E8567.apk,114,126,114,126,0,0
784695E6A0BAA79EF45ADA5BC5BCDDD02E57CB50742D73E1E83943FFBD66A1AC.apk,114,126,114,126,0,0
E64A42DE1319FAB67B5630FB10BDF0F5B98F9D0F31E13A9F3A3D84120D3C2DCE.apk,114,126,114,126,0,0
2ACDA1165DA521EF6E0673C21413A555C603F45E21C36248A27CA20EBB44CA5F.apk,113,124,113,124,0,0
278400159226DEC283D5234BEAA51E3252208F4374DF443CF2852763FDBEB9AF.apk,109,113,109,113,0,0
275B115C55902365CE110DBD05A1CB75A82736483A8894CA4FA902D516C54162.apk,113,124,113,124,0,0
D3BE60614E9FF9621F6220CF4A627D88875C40E26AE0461118FDE5BF98540420.apk,113,124,113,124,0,0
543E1A76E3D10956DF2B0C6324303A3BCA3F29A7FAA6F36394B07609E0101C30.apk,109,113,109,113,0,0
D75917A254A905837FFA531AA9F1463EECDDE2443B0208059F4E1F630ADC0BA9.apk,113,124,113,124,0,0
2BE343748A40966B8488897CF0F1427DB9A348D01C783D1423AD75C9141E015F.apk,113,124,113,124,0,0
D92A2EABCFE547D9D57DB7E8DBDC5ABD20AD63A50B7F753359527401C4660D7E.apk,109,113,109,113,0,0
DE0606F6C01F01A0D1A3DB4287D501B6655E47866D9A18AF602B52727A7726D6.apk,103,111,103,111,0,0
0525636C7D6927D89348E5D7A759ADD6B073E61B3CB64452547C4B2BD30E6789.apk,113,124,113,124,0,0
C604BBB81559E2BC3A92513E7E4F28F52E3528034B465AAB7E0546B03A0D4870.apk,114,126,114,126,0,0
6A147FDE8D61FFD7C05379CCB714237C3050C8965F8B1E70CBC49D22FF0DAC85.apk,114,126,114,126,0,0
C5C66B26CA9BA07CF02BF32538F5EE2FE4D5744ED50A116E872B0078E02EBE23.apk,77749,184318,865,4423,76884,179895
6106B5451B2C3A90C4C14F9D647D186CDED0DA3C5427AC2EAABE4832828FF7D4.apk,109,113,109,113,0,0
BA741C7BA577F9D9B10BFC69BEAF9E2808B013B66583C88899942F375C520329.apk,114,126,114,126,0,0
7ABEB92F810444DF6FEE77743359EC470F863C438BE0A3D3E137DCE94739BEEF.apk,109,113,109,113,0,0
06414CDD2FD1E69CD5372CB3C8488CDDAB79AB627777D49D8112CD219C798FC0.apk,113,124,113,124,0,0
CE46D94742AE8A6E71F431D037E0DD97C3F2AAB032CBDB02B01256C8469C463B.apk,113,124,113,124,0,0
CB4E4C8ED137947D6496A1B127CF4EDE6CBB504950BC4E6AA41CA98585857BF2.apk,109,113,109,113,0,0
D6CA9EEB44EBA49D471AA39663BE8CB18F3A9E5B05DC566EF61750C4FC2AA21F.apk,114,126,114,126,0,0
6CE3EEACAA4BD653541FD22D2B14C745FA21A165B3D595BDA25FD047EBAF6FE6.apk,109,113,109,113,0,0
5D0CA7C66BD333F8ACCC4EFE82A26E04EAC4867F79D802C072684FAD986234E0.apk,109,113,109,113,0,0
207DF98AFAD1BBB7E2EFFBA0EA4CB46315720BE22AD621F479A478FCBC0CD4D2.apk,114,126,114,126,0,0
0886407B610F4BC930103A5350FC3F08BEA3E6A3CEB3594666630EC99F0E0FAD.apk,113,124,113,124,0,0
D46C8C53C0750FBD2AC9E67CC18AD3B883322DCB0D54EFBF3CBA9ACA2AED0C1A.apk,113,124,113,124,0,0
EDF74E0150F559F862B58F39E61694E27261743905C0D9EA7C0A400006F35C64.apk,109,113,109,113,0,0
F1A827674DCFB4F94BAD9420DBD45C2BB781C130BB5A6EFB3265A535F6AECE7C.apk,109,113,109,113,0,0
47DE198ADE83DF713FB0ED0D90087650E5DDAE00661CC1CD8851D29F080749F6.apk,113,124,113,124,0,0
A75BAC3326753E007FD386F38D89BED2C58D2CC17450672FF5D2415067C9D2C3.apk,109,113,109,113,0,0
74BD53AC30AFE7BD00F21A90A1023AC215D37D97B9B3E9D0C8B4A4D847C64B61.apk,114,126,114,126,0,0
A637806979F0B4F87FF11A6B8087C665E14D537FC514F4A2F54DBCB39A209F20.apk,109,113,109,113,0,0
49675765E98EA48072CDE36337F47F14E663B6EEE3B678FDA2E4C4CE5ECE3795.apk,113,124,113,124,0,0
6D5A02C5BC2C38226C25522AFAA04224C88F4ABCC750075FE677F7D5408A6A5C.apk,114,126,114,126,0,0
94E64EBE96BB650C987D89E030C8ED93632F0E62FD6E8C5BE2E6D1F72B053B15.apk,77650,184004,865,4423,76785,179581
91FC9D0D6ED8F39A5A44E7AB4FBB0F434FDAA20D1660E3740D4A9118279566CA.apk,109,113,109,113,0,0
D8709F0FB6C68091B56D45E276A6631D22BD3F0FCC3ADDDA17E06DC92AC620A6.apk,114,126,114,126,0,0
2B2FA1BADF5223E10CB7C2E8A91380B698A33380A28075C2B8A931A3D7A60CD7.apk,114,126,114,126,0,0
070985FA2B36F4CB4068751D9E1E36570E8BF7E09E5E104BF6BBF29AC6F9F8B3.apk,98,98,98,98,0,0
21EC494F8AEA4595E827C352825E827C95A68BA782D1221B867A365BD9A60987.apk,109,113,109,113,0,0
F3E0DBA1FCD59BA532AA975FF3F172DFB79104286B37506F8C40A4782326729F.apk,109,113,109,113,0,0
8719DBFB7F3403CDA07F4D8D828864E22E1844FD3E60E997C6BF4310A8F3D9E2.apk,109,113,109,113,0,0
6ED5E20FF296CB43809A5F329EEF0B9DF1400B17AF532140E4C045C98232551E.apk,109,113,109,113,0,0
23E1F3D3910EE3E0B3D4C45F940E1A17D13ABDDE426C085731D96E22EE74DA44.apk,114,126,114,126,0,0
9E57EBA839854DE483CCE6BA02162BB3805E5B3743F5D1B1F26B52537A5813FE.apk,109,113,109,113,0,0
43E2A73A6B261D66F67A16414B06545AD278DF4B4932C1DFEE9C351295E03428.apk,77650,184004,865,4423,76785,179581
6BAFE2F4D0A0EF9E70F00A2D44422275C5B1E3BA9070747C26F4702CB5649C1B.apk,114,126,114,126,0,0
92CAD741EE97C8C17E043281AAC6AFE8C49C22B9B0C8AA746F5A82DB63BB0FD4.apk,109,113,109,113,0,0
94E84B2A58BBCE46D23316B35DD76489BCD5B7C133ED5C4D531703FADA470FB3.apk,114,126,114,126,0,0
5A651333D6CBD3BF47A1383257F9B86AE916D44BC16F9E96EA2E2129782E4432.apk,109,113,109,113,0,0
4A9F10E9FEB5B317807EB22C9C98CCE7D50C79A27EACD1BCFF9A5BD0C8D2AD36.apk,114,126,114,126,0,0
53EDC44BBC5C67833322D7C375058716F6028669E6CF045C23732009BEA4EA9E.apk,109,113,109,113,0,0
360416F0C4883FC18F25EB712D37C0A6323C5F90D2C6F0736647A0DA6552A49A.apk,109,113,109,113,0,0
7D3F4A63431D9E4D4FD5DD3694C5AEC8205A057091E630D1EC70E88ACDACAF7D.apk,109,113,109,113,0,0
023E4523D5D41BA5DAFC831D3DB450E2572AAD1CE23D33FFF8F529E828A9EC3A.apk,114,126,114,126,0,0
E3C24B199A881FD26BA004F084485AE46049B12AFE24CD074E8D13B4D9448757.apk,0,0,0,0,0,0
92C0408CDE372D209B73B711872AF0FBC94ED5F52B626FC0548254A713FD6934.apk,109,113,109,113,0,0
33F589BC0AB8BBDA542AB595929E26C70C2FED24C269971A6278FDDBACC8BDD5.apk,113,124,113,124,0,0
767C36ECD35EED283FF6FF527CF5BC909A2912303DF5EEAE9F317A6946AD6CA0.apk,114,126,114,126,0,0
9E5DA3C70B5FA84C1ECD49C51228DC4D87BFF8E86BD4DB9C2B988B1FBE2E730B.apk,109,113,109,113,0,0
6E03BEBF0909258FF2A28E2B9FC4FAA04CB44F5E28EAFEE439090694F8A09A4D.apk,109,113,109,113,0,0
E6BD6FAC4ACE2A1B1C4D062DE2B217D2B2940E54910A79C0DC933A5CF62BB9A5.apk,77749,184318,865,4423,76884,179895
A5611A9672496FC63872B9FF3F55C1035E5CAD92FBDBC3C4AFD7C390D65846D5.apk,109,113,109,113,0,0
2B276E6E2E534F2335748DB92BC963B5E54C2764DCFABDC89EA8E7961D52A829.apk,0,0,0,0,0,0
8B88B421166B5DF15A53C268C4E22321616232A8714ABFF5EBAABA955DE09A30.apk,113,124,113,124,0,0
36DA7DE93DF81EE2AE047C57919D31D85208E052DDA567D988C7A68F5537643A.apk,114,126,114,126,0,0
7B75065E846E7CDD8B817DBB7002A56952C81D54609797CC9D5439B34AB7B978.apk,109,113,109,113,0,0
4932A59407ECC0986F18CA2585DEC6810165E759B762822DED131A79260ED616.apk,114,126,114,126,0,0
1A85E2DFC849EAE0E43BFBCE2D021492D7B5EB4D471085802E418A3DA82320D9.apk,114,126,114,126,0,0
D4F61ACA8A41BC68531316A052C1BB12244F662E579654547B44B34AF33F0BFB.apk,109,113,109,113,0,0
D95B14307DD57FC29754F45CF402E9A0E1BBCF47E71C61192D57BDC99FE135EA.apk,114,126,114,126,0,0
CC2D9FCAF567A7E2EF8521EEAFEE5FE8D6B101AEBFF332BE3377EEF09E9FEBAB.apk,109,113,109,113,0,0
D359254F06CAD6C048D3B1588485A0ADEEED10ECFFB682BB9DB9772FBAE624B9.apk,114,126,114,126,0,0
AC119355EF2E54116C7E3934E244B1E04A347C436119A3E4189FFEE42E1D98E5.apk,114,126,114,126,0,0
7CA8A105044880848AFA43691BD8A71C3E65E9A255C76D444CF23696241AC1A2.apk,113,124,113,124,0,0
B18793A02F999D4A15D59B818F954AAC33A552A3C201BA7071AFC47FBFD55015.apk,109,113,109,113,0,0
76AEB679324531D722D6480FE4E53ED068E79FC158BCE6CE8F68B413F774BE9C.apk,113,124,113,124,0,0
289C539B270A85D496993687033D963C8CF6A3537949E5DD4E673F5F4B0FF222.apk,114,126,114,126,0,0
21330B979A4C660EAAC6AFD749863DCA98F822E0A9C6459DD489FF7E8A8BCD8D.apk,169850,444883,880,3097,168970,441786
C0742713B03CA5D1D757E0446B5CA4AFA4660412DA7BC7F6FDCC78893627C9B7.apk,109,113,109,113,0,0
FBACD731F5947B896255CB0E2D449AC19AA9AD9769A0460C4EC072FB081223D7.apk,109,113,109,113,0,0
F82DFE8E95412FBEE9EC0E8517E9699431024E5932986F3DD2E03A437BE6704B.apk,113,124,113,124,0,0
70EB05090324C171DAC2644A588E1B4286FBC561729464F1F2D005FFC56123B9.apk,113,124,113,124,0,0
0F8E658FD45FB7625AF41620C3C745F186FE48BECB2DBBB579D3883A3BA0B4F3.apk,113,124,113,124,0,0
C697F97252EEF9E8DECB705D3F5FB2D1AAB88D2C81BC298AD2C64BFA3CF10DF9.apk,113,124,113,124,0,0
5A04AE3B8272C999F26AB3C4E6DE36D5F58BB7ECA7E36FC26DA2BA9F4E063F30.apk,109,113,109,113,0,0
E1376E69733936A9CEE75054D9E0248CE6ED21A89442E6D24D886151CEAADC3D.apk,64570,156167,855,3313,63715,152854
AB4F394BA6019B77D0A44AF0ABF44063C09ED4A169C7894E8A0A1257A238A1A2.apk,114,126,114,126,0,0
CB67DD5B82C92D19B232F331570B31FDC3C5D0F20B4E1819ADBAE658E93F93D3.apk,114,126,114,126,0,0
BB50DC2926574B0610436850DC715B60C17D1882E3F766818457EA9D5E63D275.apk,109,113,109,113,0,0
673BE441AFCE4CF6B663BD5CA38574EA22C3AF72A483E81395B011EAFB03BA20.apk,109,113,109,113,0,0
F7A78583DE94F0D8CD3F918F3746B0E9921BD35E42A59AB17FEBB5D4C2848527.apk,109,113,109,113,0,0
5EC5977FF17B599F87536FBCCA80EB1948FD76F2F29DA07DD06000663EFC4B3E.apk,114,126,114,126,0,0
80E65977269203D3DE7C1C89595552E89E1337399155AAA2FF85C4F0A3733FF9.apk,114,126,114,126,0,0
1F50737B299936DD3FAA76D09F7DED8F8DF3BF7B86FA632835E6272BBD7FDE7D.apk,109,113,109,113,0,0
71455C800507F9CF5EA4738AEBAD09115DE9BF15669EF878FF1FA5ECCAAD47A6.apk,113,124,113,124,0,0
65379BB5544222A1BA6FCB516F4EC6351E533AC31E734AD726290649DA83A9CF.apk,109,113,109,113,0,0
FDD6BFD335EBD261BDBBC6E725CA728BD680EB77AF6C6FAFFD2C7A845CADA9E9.apk,109,113,109,113,0,0
